timestamp,device_id,cpu_temp,ram_usage,disk_io_errors,vibration_level
2026-08-01 02:40:00,SRV-001,59.47,60.83,0,0.482
2026-08-01 02:40:00,SRV-004,44.78,35.42,0,0.21
2026-08-01 02:45:00,SRV-001,59.96,60.91,0,0.38
2026-08-01 02:45:00,SRV-004,44.3,32.26,0,0.283
2026-08-01 02:50:00,SRV-001,59.81,63.49,0,0.258
2026-08-01 02:50:00,SRV-004,43.59,41.09,0,0.224
2026-08-01 02:55:00,SRV-001,57.49,66.72,0,0.379
2026-08-01 02:55:00,SRV-004,45.48,37.42,0,0.318
2026-08-01 03:00:00,SRV-001,60.03,61.9,0,0.428
2026-08-01 03:00:00,SRV-004,43.85,39.68,0,0.365
2026-08-01 03:05:00,SRV-001,60.07,71.7,1,0.437
2026-08-01 03:05:00,SRV-004,47.27,34.53,0,0.223
2026-08-01 03:10:00,SRV-001,60.58,63.68,0,0.488
2026-08-01 03:10:00,SRV-004,45.54,38.13,0,0.277
2026-08-01 03:15:00,SRV-001,62.28,57.72,0,0.493
2026-08-01 03:15:00,SRV-004,44.08,36.31,0,0.293
2026-08-01 03:20:00,SRV-001,61.16,61.15,0,0.455
2026-08-01 03:20:00,SRV-004,44.55,31.23,0,0.248
2026-08-01 03:25:00,SRV-001,62.43,62.28,1,0.382
2026-08-01 03:25:00,SRV-004,43.42,33.13,0,0.2
2026-08-01 03:30:00,SRV-001,61.4,66.59,1,0.452
2026-08-01 03:30:00,SRV-004,46.3,37.61,0,0.264
2026-08-01 03:35:00,SRV-001,62.17,60.65,1,0.449
2026-08-01 03:35:00,SRV-004,42.58,43.81,0,0.303
2026-08-01 03:40:00,SRV-001,63.19,63.67,1,0.486
2026-08-01 03:40:00,SRV-004,44.57,39.37,1,0.154
2026-08-01 03:45:00,SRV-001,58.97,64.59,0,0.573
2026-08-01 03:45:00,SRV-004,43.72,38.62,0,0.239
2026-08-01 03:50:00,SRV-001,61.71,63.78,1,0.561
2026-08-01 03:50:00,SRV-004,43.12,41.74,0,0.357
2026-08-01 03:55:00,SRV-001,61.67,69.29,1,0.605
2026-08-01 03:55:00,SRV-004,45.93,36.02,0,0.381
2026-08-01 04:00:00,SRV-001,62.01,69.79,0,0.52
2026-08-01 04:00:00,SRV-004,42.16,40.95,0,0.254
2026-08-01 04:05:00,SRV-001,63.08,72.3,2,0.68
2026-08-01 04:05:00,SRV-004,48.83,36.34,0,0.267
2026-08-01 04:10:00,SRV-001,67.19,66.53,0,0.625
2026-08-01 04:10:00,SRV-004,50.75,40.33,0,0.479
2026-08-01 04:15:00,SRV-001,62.38,73.17,0,0.591
2026-08-01 04:15:00,SRV-004,48.29,38.86,0,0.303
2026-08-01 04:20:00,SRV-001,66.63,63.02,1,0.641
2026-08-01 04:20:00,SRV-004,49.43,44.11,0,0.409
2026-08-01 04:25:00,SRV-001,61.19,63.28,0,0.551
2026-08-01 04:25:00,SRV-004,50.57,35.94,0,0.548
2026-08-01 04:30:00,SRV-001,64.39,64.36,0,0.448
2026-08-01 04:30:00,SRV-004,53.37,39.63,0,0.609
2026-08-01 04:35:00,SRV-001,65.75,69.73,0,0.577
2026-08-01 04:35:00,SRV-004,55.05,47.53,0,0.477
2026-08-01 04:40:00,SRV-001,66.95,74.97,0,0.694
2026-08-01 04:40:00,SRV-004,55.56,46.61,0,0.597
2026-08-01 04:45:00,SRV-001,67.51,67.95,1,0.653
2026-08-01 04:45:00,SRV-004,56.22,44.54,1,0.687
2026-08-01 04:50:00,SRV-001,67.97,68.82,1,0.646
2026-08-01 04:50:00,SRV-004,55.81,46.37,0,0.611
2026-08-01 04:55:00,SRV-001,65.79,70.25,1,0.601
2026-08-01 04:55:00,SRV-004,52.85,46.31,0,0.632
2026-08-01 05:00:00,SRV-001,66.32,74.8,1,0.524
2026-08-01 05:00:00,SRV-004,57.09,53.91,0,0.811
2026-08-01 05:05:00,SRV-001,69.46,70.86,1,0.801
2026-08-01 05:05:00,SRV-004,59.76,48.25,0,0.713
2026-08-01 05:10:00,SRV-001,67.48,71.0,1,0.683
2026-08-01 05:10:00,SRV-004,60.6,49.38,0,0.593
2026-08-01 05:15:00,SRV-001,65.42,68.03,0,0.676
2026-08-01 05:15:00,SRV-004,59.7,47.11,0,0.792
2026-08-01 05:20:00,SRV-001,66.02,71.56,1,0.668
2026-08-01 05:20:00,SRV-004,57.9,49.42,1,0.849
2026-08-01 05:25:00,SRV-001,66.77,79.08,0,0.83
2026-08-01 05:25:00,SRV-004,63.16,45.59,0,0.914
2026-08-01 05:30:00,SRV-001,70.11,74.99,0,0.811
2026-08-01 05:30:00,SRV-004,61.21,51.01,0,0.918
2026-08-01 05:35:00,SRV-001,69.63,71.96,0,0.676
2026-08-01 05:35:00,SRV-004,62.09,52.26,0,0.927
2026-08-01 05:40:00,SRV-001,71.1,80.4,0,0.855
2026-08-01 05:40:00,SRV-004,65.99,52.27,0,0.87
2026-08-01 05:45:00,SRV-001,68.98,73.31,1,0.762
2026-08-01 05:45:00,SRV-004,65.47,55.71,0,1.064
2026-08-01 05:50:00,SRV-001,70.53,81.88,0,0.736
2026-08-01 05:50:00,SRV-004,67.52,56.65,1,0.977
2026-08-01 05:55:00,SRV-001,71.82,82.17,1,0.772
2026-08-01 05:55:00,SRV-004,64.75,57.45,0,1.072
2026-08-01 06:00:00,SRV-001,70.61,78.05,0,0.744
2026-08-01 06:00:00,SRV-004,68.19,51.32,0,1.104
2026-08-01 06:05:00,SRV-001,72.55,72.05,0,0.712
2026-08-01 06:05:00,SRV-004,66.55,57.84,1,1.115
2026-08-01 06:10:00,SRV-001,70.42,87.91,1,0.888
2026-08-01 06:10:00,SRV-004,71.7,57.59,0,1.076
2026-08-01 06:15:00,SRV-001,71.35,80.49,0,0.82
2026-08-01 06:15:00,SRV-004,72.23,59.23,1,1.23
2026-08-01 06:20:00,SRV-001,71.6,77.94,1,0.896
2026-08-01 06:20:00,SRV-004,70.26,56.4,0,1.168
2026-08-01 06:25:00,SRV-001,70.13,83.54,0,0.881
2026-08-01 06:25:00,SRV-004,72.28,57.81,0,1.21
2026-08-01 06:30:00,SRV-001,74.05,82.86,0,0.912
2026-08-01 06:30:00,SRV-004,74.5,55.91,0,1.275
2026-08-01 06:35:00,SRV-001,72.27,85.71,1,0.718
2026-08-01 06:35:00,SRV-004,72.81,62.7,1,1.242
2026-08-01 06:40:00,SRV-001,73.6,78.0,0,0.822
2026-08-01 06:40:00,SRV-004,72.5,59.47,0,1.35
2026-08-01 06:45:00,SRV-001,74.9,82.37,1,0.946
2026-08-01 06:45:00,SRV-004,76.06,64.84,0,1.33
2026-08-01 06:50:00,SRV-001,62.28,51.32,4,0.409
2026-08-01 06:50:00,SRV-004,55.46,36.14,3,0.709
2026-08-01 06:55:00,SRV-001,56.78,54.54,0,0.093
2026-08-01 06:55:00,SRV-004,46.08,31.59,0,0.502
2026-08-01 07:00:00,SRV-001,56.33,46.58,0,0.168
2026-08-01 07:00:00,SRV-004,46.93,33.22,0,0.46
2026-08-01 07:05:00,SRV-001,59.71,46.08,0,0.217
2026-08-01 07:05:00,SRV-004,50.77,30.8,0,0.22
2026-08-01 07:10:00,SRV-001,56.57,51.08,0,0.094
2026-08-01 07:10:00,SRV-004,47.36,33.37,0,0.494
2026-08-01 07:15:00,SRV-001,57.49,52.69,0,0.263
2026-08-01 07:15:00,SRV-004,46.0,36.77,0,0.252
2026-08-01 07:20:00,SRV-001,58.15,56.23,0,0.186
2026-08-01 07:20:00,SRV-004,43.59,34.62,0,0.217
2026-08-01 07:25:00,SRV-001,56.64,59.25,0,0.034
2026-08-01 07:25:00,SRV-004,45.33,32.07,0,0.211
2026-08-01 07:30:00,SRV-001,51.17,59.47,0,0.14
2026-08-01 07:30:00,SRV-004,44.12,38.15,0,0.356
2026-08-01 07:35:00,SRV-001,53.19,50.36,0,0.157
2026-08-01 07:35:00,SRV-004,45.61,35.63,0,0.239
2026-08-01 07:40:00,SRV-001,55.0,56.0,0,0.164
2026-08-01 07:40:00,SRV-004,43.91,32.67,0,0.24
2026-08-01 07:45:00,SRV-001,53.19,53.91,1,0.281
2026-08-01 07:45:00,SRV-004,45.71,40.01,0,0.242
2026-08-01 07:50:00,SRV-001,57.38,57.24,0,0.203
2026-08-01 07:50:00,SRV-004,45.52,36.5,0,0.352
2026-08-01 07:55:00,SRV-001,53.81,50.96,0,0.295
2026-08-01 07:55:00,SRV-004,40.16,35.34,0,0.307
2026-08-01 08:00:00,SRV-001,56.65,52.85,1,0.154
2026-08-01 08:00:00,SRV-004,45.75,43.38,0,0.188
2026-08-01 08:05:00,SRV-001,53.05,54.98,0,0.251
2026-08-01 08:05:00,SRV-004,48.48,42.34,0,0.246
2026-08-01 08:10:00,SRV-001,54.62,49.42,0,0.103
2026-08-01 08:10:00,SRV-004,47.42,44.47,0,0.154
2026-08-01 08:15:00,SRV-001,53.01,63.93,1,0.198
2026-08-01 08:15:00,SRV-004,45.12,41.66,0,0.228
2026-08-01 08:20:00,SRV-001,54.33,59.68,0,0.0
2026-08-01 08:20:00,SRV-004,48.63,40.46,0,0.266
2026-08-01 08:25:00,SRV-001,56.88,58.05,0,0.094
2026-08-01 08:25:00,SRV-004,46.2,47.34,0,0.144
2026-08-01 08:30:00,SRV-001,51.33,49.21,0,0.168
2026-08-01 08:30:00,SRV-004,46.83,42.77,0,0.267
2026-08-01 08:35:00,SRV-001,56.0,50.71,0,0.14
2026-08-01 08:35:00,SRV-004,46.54,40.42,0,0.333
2026-08-01 08:40:00,SRV-001,55.57,58.16,0,0.066
2026-08-01 08:40:00,SRV-004,48.63,41.17,0,0.283
2026-08-01 08:45:00,SRV-001,53.78,66.24,0,0.129
2026-08-01 08:45:00,SRV-004,42.05,38.29,0,0.314
2026-08-01 08:50:00,SRV-001,51.94,55.31,0,0.195
2026-08-01 08:50:00,SRV-004,46.76,45.81,0,0.203
2026-08-01 08:55:00,SRV-001,55.22,61.71,0,0.162
2026-08-01 08:55:00,SRV-004,49.52,38.5,0,0.15
2026-08-01 09:00:00,SRV-001,54.33,57.04,0,0.174
2026-08-01 09:00:00,SRV-004,44.3,42.39,0,0.333
2026-08-01 09:05:00,SRV-001,55.98,59.23,0,0.227
2026-08-01 09:05:00,SRV-004,44.76,43.54,0,0.279
2026-08-01 09:10:00,SRV-001,55.52,63.97,0,0.142
2026-08-01 09:10:00,SRV-004,46.7,36.83,0,0.247
2026-08-01 09:15:00,SRV-001,58.93,57.58,0,0.276
2026-08-01 09:15:00,SRV-004,48.33,41.43,0,0.256
2026-08-01 09:20:00,SRV-001,54.96,56.18,0,0.091
2026-08-01 09:20:00,SRV-004,46.86,42.48,0,0.185
2026-08-01 09:25:00,SRV-001,53.27,64.8,0,0.321
2026-08-01 09:25:00,SRV-004,45.98,40.26,0,0.28
2026-08-01 09:30:00,SRV-001,55.86,59.19,1,0.257
2026-08-01 09:30:00,SRV-004,46.3,41.19,0,0.278
2026-08-01 09:35:00,SRV-001,55.95,63.47,0,0.141
2026-08-01 09:35:00,SRV-004,45.74,44.18,0,0.277
2026-08-01 09:40:00,SRV-001,58.41,56.2,0,0.146
2026-08-01 09:40:00,SRV-004,45.58,45.86,0,0.227
2026-08-01 09:45:00,SRV-001,57.28,64.76,0,0.185
2026-08-01 09:45:00,SRV-004,44.15,43.26,0,0.287
2026-08-01 09:50:00,SRV-001,56.25,60.12,0,0.216
2026-08-01 09:50:00,SRV-004,49.71,37.56,0,0.28
2026-08-01 09:55:00,SRV-001,58.63,60.78,0,0.255
2026-08-01 09:55:00,SRV-004,46.6,40.63,0,0.278
2026-08-01 10:00:00,SRV-001,53.23,60.17,0,0.063
2026-08-01 10:00:00,SRV-004,45.02,41.04,0,0.255
2026-08-01 10:05:00,SRV-001,54.41,57.57,0,0.203
2026-08-01 10:05:00,SRV-004,48.43,39.31,0,0.253
2026-08-01 10:10:00,SRV-001,53.79,59.63,0,0.002
2026-08-01 10:10:00,SRV-004,42.91,38.64,0,0.239
2026-08-01 10:15:00,SRV-001,54.95,57.82,0,0.155
2026-08-01 10:15:00,SRV-004,44.58,43.63,0,0.265
2026-08-01 10:20:00,SRV-001,52.82,63.56,0,0.283
2026-08-01 10:20:00,SRV-004,47.12,41.14,0,0.157
2026-08-01 10:25:00,SRV-001,57.16,58.81,0,0.057
2026-08-01 10:25:00,SRV-004,46.56,45.04,0,0.261
2026-08-01 10:30:00,SRV-001,55.31,53.51,0,0.043
2026-08-01 10:30:00,SRV-004,47.54,46.34,0,0.244
2026-08-01 10:35:00,SRV-001,52.62,52.76,0,0.186
2026-08-01 10:35:00,SRV-004,45.18,36.48,0,0.37
2026-08-01 10:40:00,SRV-001,53.6,52.57,1,0.278
2026-08-01 10:40:00,SRV-004,45.95,48.61,0,0.184
2026-08-01 10:45:00,SRV-001,56.47,62.16,0,0.194
2026-08-01 10:45:00,SRV-004,46.32,44.71,0,0.168
2026-08-01 10:50:00,SRV-001,57.6,54.92,0,0.019
2026-08-01 10:50:00,SRV-004,45.33,44.68,0,0.212
