timestamp,device_id,cpu_temp,ram_usage,disk_io_errors,vibration_level,failure_event,label
2026-08-01 00:50:00,SRV-008,40.46,42.37,0,0.128,0,0
2026-08-01 00:50:00,SRV-009,45.81,40.5,0,0.216,0,0
2026-08-01 00:50:00,SRV-010,41.04,59.72,0,0.295,0,0
2026-08-01 00:55:00,SRV-001,53.96,54.77,0,0.216,0,0
2026-08-01 00:55:00,SRV-002,53.65,48.45,0,0.209,0,0
2026-08-01 00:55:00,SRV-003,53.42,47.6,0,0.24,0,0
2026-08-01 00:55:00,SRV-004,41.82,32.04,0,0.279,0,0
2026-08-01 00:55:00,SRV-005,40.79,34.73,0,0.224,0,0
2026-08-01 00:55:00,SRV-006,50.24,31.63,0,0.315,0,0
2026-08-01 00:55:00,SRV-007,45.01,48.96,0,0.299,0,0
2026-08-01 00:55:00,SRV-008,43.85,39.79,0,0.219,0,0
2026-08-01 00:55:00,SRV-009,47.88,52.24,0,0.197,0,0
2026-08-01 00:55:00,SRV-010,40.5,56.18,0,0.445,0,0
2026-08-01 01:00:00,SRV-001,52.02,55.11,0,0.0,0,0
2026-08-01 01:00:00,SRV-002,50.68,44.66,0,0.392,0,0
2026-08-01 01:00:00,SRV-003,49.51,45.77,0,0.248,0,0
2026-08-01 01:00:00,SRV-004,41.68,31.73,0,0.276,0,0
2026-08-01 01:00:00,SRV-005,46.41,43.05,0,0.244,0,0
2026-08-01 01:00:00,SRV-006,46.77,37.08,0,0.187,0,0
2026-08-01 01:00:00,SRV-007,45.75,49.34,0,0.245,0,0
2026-08-01 01:00:00,SRV-008,41.36,33.95,0,0.143,0,0
2026-08-01 01:00:00,SRV-009,43.04,42.52,0,0.216,0,0
2026-08-01 01:00:00,SRV-010,46.12,49.81,0,0.416,0,0
2026-08-01 01:05:00,SRV-001,52.02,51.16,0,0.428,0,0
2026-08-01 01:05:00,SRV-002,50.02,43.69,0,0.416,0,0
2026-08-01 01:05:00,SRV-003,57.12,43.6,0,0.265,0,0
2026-08-01 01:05:00,SRV-004,42.98,33.97,0,0.217,0,0
2026-08-01 01:05:00,SRV-005,46.39,41.91,0,0.209,0,0
2026-08-01 01:05:00,SRV-006,52.55,46.02,0,0.202,0,0
2026-08-01 01:05:00,SRV-007,45.42,54.16,0,0.288,0,0
2026-08-01 01:05:00,SRV-008,41.52,39.03,0,0.111,0,0
2026-08-01 01:05:00,SRV-009,46.65,42.39,0,0.238,0,0
2026-08-01 01:05:00,SRV-010,45.51,55.93,0,0.379,0,0
2026-08-01 01:10:00,SRV-001,51.23,54.23,0,0.279,0,0
2026-08-01 01:10:00,SRV-002,47.37,43.16,0,0.355,0,0
2026-08-01 01:10:00,SRV-003,52.71,51.75,0,0.259,0,0
2026-08-01 01:10:00,SRV-004,42.93,34.69,0,0.165,0,0
2026-08-01 01:10:00,SRV-005,45.0,44.79,0,0.236,0,0
2026-08-01 01:10:00,SRV-006,46.61,37.49,0,0.17,0,0
2026-08-01 01:10:00,SRV-007,45.16,52.38,0,0.255,0,0
2026-08-01 01:10:00,SRV-008,41.55,40.3,0,0.059,0,0
2026-08-01 01:10:00,SRV-009,46.12,41.48,0,0.276,0,0
2026-08-01 01:10:00,SRV-010,39.18,52.28,0,0.265,0,0
2026-08-01 01:15:00,SRV-001,55.63,54.16,0,0.185,0,0
2026-08-01 01:15:00,SRV-002,52.02,47.17,0,0.325,0,0
2026-08-01 01:15:00,SRV-003,54.94,46.81,0,0.206,0,0
2026-08-01 01:15:00,SRV-004,42.13,37.91,0,0.303,0,0
2026-08-01 01:15:00,SRV-005,42.51,40.34,0,0.266,0,0
2026-08-01 01:15:00,SRV-006,51.12,28.05,0,0.152,0,0
2026-08-01 01:15:00,SRV-007,44.06,48.69,0,0.17,0,0
2026-08-01 01:15:00,SRV-008,44.92,40.69,0,0.2,0,0
2026-08-01 01:15:00,SRV-009,46.53,50.22,0,0.282,0,0
2026-08-01 01:15:00,SRV-010,44.83,53.13,0,0.333,0,0
2026-08-01 01:20:00,SRV-001,52.94,56.22,0,0.155,0,0
2026-08-01 01:20:00,SRV-002,47.76,39.39,0,0.276,0,0
2026-08-01 01:20:00,SRV-003,49.74,46.19,0,0.196,0,0
2026-08-01 01:20:00,SRV-004,41.85,31.43,0,0.252,0,0
2026-08-01 01:20:00,SRV-005,43.27,40.25,0,0.314,0,0
2026-08-01 01:20:00,SRV-006,52.8,39.96,0,0.178,0,0
2026-08-01 01:20:00,SRV-007,44.62,42.95,0,0.225,0,0
2026-08-01 01:20:00,SRV-008,42.84,36.05,0,0.155,0,0
2026-08-01 01:20:00,SRV-009,46.45,41.78,0,0.288,0,0
2026-08-01 01:20:00,SRV-010,41.18,51.51,0,0.384,0,0
2026-08-01 01:25:00,SRV-001,52.64,56.59,0,0.3,0,0
2026-08-01 01:25:00,SRV-002,47.68,41.89,0,0.28,0,0
2026-08-01 01:25:00,SRV-003,52.21,48.77,0,0.253,0,0
2026-08-01 01:25:00,SRV-004,44.03,38.49,0,0.304,0,0
2026-08-01 01:25:00,SRV-005,43.23,42.79,0,0.247,0,0
2026-08-01 01:25:00,SRV-006,48.82,41.57,0,0.214,0,0
2026-08-01 01:25:00,SRV-007,44.34,47.5,0,0.146,0,0
2026-08-01 01:25:00,SRV-008,41.05,32.36,0,0.187,0,0
2026-08-01 01:25:00,SRV-009,49.07,42.58,0,0.241,0,0
2026-08-01 01:25:00,SRV-010,42.74,54.12,0,0.291,0,0
2026-08-01 01:30:00,SRV-001,53.09,43.81,0,0.272,0,0
2026-08-01 01:30:00,SRV-002,50.55,51.04,0,0.408,0,0
2026-08-01 01:30:00,SRV-003,54.56,51.84,0,0.227,0,0
2026-08-01 01:30:00,SRV-004,41.26,34.23,0,0.368,0,0
2026-08-01 01:30:00,SRV-005,43.96,47.78,0,0.183,0,0
2026-08-01 01:30:00,SRV-006,48.67,39.72,0,0.193,0,0
2026-08-01 01:30:00,SRV-007,50.25,51.49,0,0.392,0,0
2026-08-01 01:30:00,SRV-008,43.26,43.26,0,0.178,0,0
2026-08-01 01:30:00,SRV-009,46.06,43.75,0,0.247,0,0
2026-08-01 01:30:00,SRV-010,41.44,55.9,1,0.298,0,0
2026-08-01 01:35:00,SRV-001,55.29,53.85,0,0.25,0,0
2026-08-01 01:35:00,SRV-002,54.17,46.09,0,0.286,0,0
2026-08-01 01:35:00,SRV-003,57.78,47.58,0,0.234,0,0
2026-08-01 01:35:00,SRV-004,44.17,34.11,0,0.355,0,0
2026-08-01 01:35:00,SRV-005,42.84,39.39,0,0.323,0,0
2026-08-01 01:35:00,SRV-006,49.06,40.37,0,0.099,0,0
2026-08-01 01:35:00,SRV-007,45.1,50.64,0,0.156,0,0
2026-08-01 01:35:00,SRV-008,41.34,29.9,0,0.162,0,0
2026-08-01 01:35:00,SRV-009,46.83,46.28,0,0.221,0,0
2026-08-01 01:35:00,SRV-010,42.83,55.16,0,0.371,0,0
2026-08-01 01:40:00,SRV-001,55.21,57.31,1,0.29,0,0
2026-08-01 01:40:00,SRV-002,51.98,47.66,0,0.47,0,0
2026-08-01 01:40:00,SRV-003,54.95,52.11,0,0.293,0,0
2026-08-01 01:40:00,SRV-004,42.88,31.87,0,0.257,0,0
2026-08-01 01:40:00,SRV-005,42.31,40.89,0,0.276,0,0
2026-08-01 01:40:00,SRV-006,54.33,43.3,0,0.232,0,0
2026-08-01 01:40:00,SRV-007,42.42,49.99,0,0.218,0,0
2026-08-01 01:40:00,SRV-008,45.66,42.27,0,0.275,0,0
2026-08-01 01:40:00,SRV-009,49.47,43.39,0,0.208,0,0
2026-08-01 01:40:00,SRV-010,46.13,48.14,0,0.247,0,0
2026-08-01 01:45:00,SRV-001,55.6,53.88,0,0.255,0,0
2026-08-01 01:45:00,SRV-002,49.93,37.35,0,0.399,0,0
2026-08-01 01:45:00,SRV-003,55.18,46.93,0,0.284,0,0
2026-08-01 01:45:00,SRV-004,42.07,34.63,0,0.272,0,0
2026-08-01 01:45:00,SRV-005,44.46,40.53,0,0.262,0,0
2026-08-01 01:45:00,SRV-006,56.17,41.8,0,0.245,0,0
2026-08-01 01:45:00,SRV-007,45.41,53.75,0,0.21,0,0
2026-08-01 01:45:00,SRV-008,40.99,38.51,0,0.08,0,0
2026-08-01 01:45:00,SRV-009,49.58,43.4,0,0.292,0,0
2026-08-01 01:45:00,SRV-010,42.83,47.37,0,0.492,0,0
2026-08-01 01:50:00,SRV-001,55.93,56.06,0,0.307,0,0
2026-08-01 01:50:00,SRV-002,47.39,41.09,0,0.359,0,0
2026-08-01 01:50:00,SRV-003,53.01,49.03,0,0.243,0,0
2026-08-01 01:50:00,SRV-004,41.36,31.91,0,0.187,0,0
2026-08-01 01:50:00,SRV-005,47.61,34.57,0,0.33,0,0
2026-08-01 01:50:00,SRV-006,52.89,35.42,0,0.194,0,0
2026-08-01 01:50:00,SRV-007,47.22,53.83,0,0.323,0,0
2026-08-01 01:50:00,SRV-008,43.88,41.29,0,0.163,0,0
2026-08-01 01:50:00,SRV-009,38.68,50.56,0,0.273,0,0
2026-08-01 01:50:00,SRV-010,40.05,57.93,0,0.45,0,0
2026-08-01 01:55:00,SRV-001,59.91,59.35,0,0.343,0,0
2026-08-01 01:55:00,SRV-002,54.12,44.72,0,0.517,0,0
2026-08-01 01:55:00,SRV-003,54.0,45.33,0,0.299,0,0
2026-08-01 01:55:00,SRV-004,45.19,35.78,0,0.21,0,0
2026-08-01 01:55:00,SRV-005,42.05,36.49,0,0.317,0,0
2026-08-01 01:55:00,SRV-006,54.65,26.63,0,0.178,0,0
2026-08-01 01:55:00,SRV-007,49.53,52.09,0,0.207,0,0
2026-08-01 01:55:00,SRV-008,44.01,41.71,0,0.191,0,0
2026-08-01 01:55:00,SRV-009,48.34,55.92,0,0.258,0,0
2026-08-01 01:55:00,SRV-010,41.03,57.27,0,0.181,0,0
2026-08-01 02:00:00,SRV-001,54.9,57.37,0,0.323,0,0
2026-08-01 02:00:00,SRV-002,50.08,43.34,0,0.421,0,0
2026-08-01 02:00:00,SRV-003,53.81,45.75,0,0.302,0,0
2026-08-01 02:00:00,SRV-004,40.38,39.28,0,0.227,0,0
2026-08-01 02:00:00,SRV-005,45.14,35.82,0,0.19,0,0
2026-08-01 02:00:00,SRV-006,51.28,42.74,0,0.116,0,0
2026-08-01 02:00:00,SRV-007,44.43,57.67,0,0.326,0,0
2026-08-01 02:00:00,SRV-008,42.48,35.65,0,0.135,0,0
2026-08-01 02:00:00,SRV-009,46.14,44.48,0,0.221,0,0
2026-08-01 02:00:00,SRV-010,43.31,53.2,0,0.278,0,0
2026-08-01 02:05:00,SRV-001,54.95,63.57,0,0.33,0,0
2026-08-01 02:05:00,SRV-002,49.45,37.73,0,0.307,0,0
2026-08-01 02:05:00,SRV-003,54.86,48.0,0,0.313,0,0
2026-08-01 02:05:00,SRV-004,43.86,42.35,0,0.284,0,0
2026-08-01 02:05:00,SRV-005,47.17,42.15,0,0.233,0,0
2026-08-01 02:05:00,SRV-006,56.88,34.28,0,0.196,0,0
2026-08-01 02:05:00,SRV-007,46.96,44.58,0,0.191,0,0
2026-08-01 02:05:00,SRV-008,44.03,34.02,0,0.248,0,0
2026-08-01 02:05:00,SRV-009,45.95,39.48,0,0.22,0,0
2026-08-01 02:05:00,SRV-010,44.15,49.6,0,0.351,0,0
2026-08-01 02:10:00,SRV-001,54.59,62.37,0,0.427,0,0
2026-08-01 02:10:00,SRV-002,51.72,47.14,0,0.267,0,0
2026-08-01 02:10:00,SRV-003,56.78,50.07,0,0.321,0,0
2026-08-01 02:10:00,SRV-004,42.95,35.81,0,0.236,0,0
2026-08-01 02:10:00,SRV-005,45.03,38.9,0,0.173,0,0
2026-08-01 02:10:00,SRV-006,48.36,31.25,0,0.164,0,0
2026-08-01 02:10:00,SRV-007,47.95,48.9,0,0.354,0,0
2026-08-01 02:10:00,SRV-008,43.01,34.51,0,0.121,0,0
2026-08-01 02:10:00,SRV-009,42.9,48.26,0,0.226,0,0
2026-08-01 02:10:00,SRV-010,43.04,54.85,0,0.25,0,0
2026-08-01 02:15:00,SRV-001,57.96,57.64,0,0.202,0,0
2026-08-01 02:15:00,SRV-002,49.03,48.64,0,0.308,0,0
2026-08-01 02:15:00,SRV-003,53.49,46.37,0,0.25,0,0
2026-08-01 02:15:00,SRV-004,42.75,36.73,0,0.27,0,0
2026-08-01 02:15:00,SRV-005,45.0,38.61,0,0.238,0,0
2026-08-01 02:15:00,SRV-006,50.1,43.94,0,0.13,0,0
2026-08-01 02:15:00,SRV-007,47.72,44.67,0,0.29,0,0
2026-08-01 02:15:00,SRV-008,42.52,32.85,0,0.142,0,0
2026-08-01 02:15:00,SRV-009,47.69,45.37,0,0.247,0,0
2026-08-01 02:15:00,SRV-010,44.91,51.88,0,0.294,0,0
2026-08-01 02:20:00,SRV-001,59.36,57.67,0,0.276,0,0
2026-08-01 02:20:00,SRV-002,48.21,42.18,0,0.329,0,0
2026-08-01 02:20:00,SRV-003,54.27,49.28,0,0.303,0,0
2026-08-01 02:20:00,SRV-004,41.11,36.71,0,0.236,0,0
2026-08-01 02:20:00,SRV-005,42.97,41.79,0,0.254,0,0
2026-08-01 02:20:00,SRV-006,51.13,39.36,0,0.234,0,0
2026-08-01 02:20:00,SRV-007,43.47,54.18,0,0.198,0,0
2026-08-01 02:20:00,SRV-008,42.1,33.24,0,0.081,0,0
2026-08-01 02:20:00,SRV-009,50.34,47.45,0,0.231,0,0
2026-08-01 02:20:00,SRV-010,41.86,52.0,0,0.389,0,0
2026-08-01 02:25:00,SRV-001,56.96,47.18,0,0.351,0,0
2026-08-01 02:25:00,SRV-002,48.47,47.31,0,0.285,0,0
2026-08-01 02:25:00,SRV-003,53.4,48.16,0,0.246,0,0
2026-08-01 02:25:00,SRV-004,41.94,41.25,0,0.205,0,0
2026-08-01 02:25:00,SRV-005,46.45,36.41,0,0.156,0,0
2026-08-01 02:25:00,SRV-006,46.91,40.45,0,0.247,0,0
2026-08-01 02:25:00,SRV-007,49.18,50.32,0,0.234,0,0
2026-08-01 02:25:00,SRV-008,41.08,42.67,0,0.058,0,0
2026-08-01 02:25:00,SRV-009,43.65,47.7,0,0.294,0,0
2026-08-01 02:25:00,SRV-010,43.72,48.62,0,0.317,0,0
2026-08-01 02:30:00,SRV-001,55.68,57.87,0,0.302,0,0
2026-08-01 02:30:00,SRV-002,48.46,53.15,0,0.261,0,0
2026-08-01 02:30:00,SRV-003,53.68,46.84,0,0.307,0,0
2026-08-01 02:30:00,SRV-004,46.88,36.08,0,0.299,0,0
2026-08-01 02:30:00,SRV-005,47.0,39.31,0,0.235,0,0
2026-08-01 02:30:00,SRV-006,52.16,42.16,1,0.16,0,0
2026-08-01 02:30:00,SRV-007,44.59,48.32,0,0.185,0,0
2026-08-01 02:30:00,SRV-008,42.66,31.31,0,0.15,0,0
2026-08-01 02:30:00,SRV-009,43.9,50.25,0,0.311,0,0
2026-08-01 02:30:00,SRV-010,42.33,53.76,0,0.343,0,0
2026-08-01 02:35:00,SRV-001,56.0,54.03,0,0.339,0,0
2026-08-01 02:35:00,SRV-002,47.2,50.77,0,0.352,0,0
2026-08-01 02:35:00,SRV-003,56.56,48.87,0,0.248,0,0
2026-08-01 02:35:00,SRV-004,44.91,33.43,0,0.277,0,0
2026-08-01 02:35:00,SRV-005,47.6,43.21,0,0.218,0,0
2026-08-01 02:35:00,SRV-006,41.72,34.63,0,0.171,0,0
2026-08-01 02:35:00,SRV-007,48.38,50.28,0,0.228,0,0
2026-08-01 02:35:00,SRV-008,45.59,35.75,0,0.146,0,0
2026-08-01 02:35:00,SRV-009,45.55,49.79,0,0.392,0,0
2026-08-01 02:35:00,SRV-010,40.23,58.74,0,0.152,0,0
2026-08-01 02:40:00,SRV-001,59.47,60.83,0,0.482,0,0
2026-08-01 02:40:00,SRV-002,46.9,42.4,0,0.395,0,0
2026-08-01 02:40:00,SRV-003,55.14,45.8,0,0.259,0,0
2026-08-01 02:40:00,SRV-004,44.78,35.42,0,0.21,0,0
2026-08-01 02:40:00,SRV-005,46.01,40.44,0,0.295,0,0
2026-08-01 02:40:00,SRV-006,56.79,35.24,0,0.198,0,0
2026-08-01 02:40:00,SRV-007,50.11,44.73,0,0.218,0,0
2026-08-01 02:40:00,SRV-008,44.3,35.11,0,0.152,0,0
2026-08-01 02:40:00,SRV-009,46.24,41.36,0,0.353,0,0
2026-08-01 02:40:00,SRV-010,41.28,51.34,0,0.385,0,0
2026-08-01 02:45:00,SRV-001,59.96,60.91,0,0.38,0,0
2026-08-01 02:45:00,SRV-002,52.84,38.3,0,0.46,0,0
2026-08-01 02:45:00,SRV-003,54.88,49.5,0,0.217,0,0
2026-08-01 02:45:00,SRV-004,44.3,32.26,0,0.283,0,0
2026-08-01 02:45:00,SRV-005,43.89,43.32,0,0.323,0,0
2026-08-01 02:45:00,SRV-006,52.52,49.92,0,0.238,0,0
2026-08-01 02:45:00,SRV-007,45.31,57.4,0,0.17,0,0
2026-08-01 02:45:00,SRV-008,44.73,40.56,0,0.12,0,0
2026-08-01 02:45:00,SRV-009,44.73,45.42,0,0.289,0,0
2026-08-01 02:45:00,SRV-010,44.1,53.78,0,0.392,0,0
2026-08-01 02:50:00,SRV-001,59.81,63.49,0,0.258,0,0
2026-08-01 02:50:00,SRV-002,52.03,44.63,0,0.341,0,0
2026-08-01 02:50:00,SRV-003,53.96,46.95,0,0.217,0,0
2026-08-01 02:50:00,SRV-004,43.59,41.09,0,0.224,0,0
2026-08-01 02:50:00,SRV-005,44.59,32.81,0,0.297,0,0
2026-08-01 02:50:00,SRV-006,52.05,43.34,0,0.193,0,0
2026-08-01 02:50:00,SRV-007,49.17,54.8,0,0.235,0,0
2026-08-01 02:50:00,SRV-008,42.94,38.66,0,0.199,0,0
2026-08-01 02:50:00,SRV-009,48.73,42.77,0,0.254,0,0
2026-08-01 02:50:00,SRV-010,44.16,58.08,0,0.365,0,0
2026-08-01 02:55:00,SRV-001,57.49,66.72,0,0.379,0,0
2026-08-01 02:55:00,SRV-002,48.02,54.66,0,0.376,0,0
2026-08-01 02:55:00,SRV-003,52.43,48.9,0,0.274,0,0
2026-08-01 02:55:00,SRV-004,45.48,37.42,0,0.318,0,0
2026-08-01 02:55:00,SRV-005,42.72,40.67,0,0.229,0,0
2026-08-01 02:55:00,SRV-006,50.29,39.76,0,0.21,0,0
2026-08-01 02:55:00,SRV-007,47.42,41.12,0,0.171,0,0
2026-08-01 02:55:00,SRV-008,42.28,33.08,0,0.192,0,0
2026-08-01 02:55:00,SRV-009,46.08,55.53,0,0.23,0,0
2026-08-01 02:55:00,SRV-010,47.57,52.09,0,0.383,0,0
2026-08-01 03:00:00,SRV-001,60.03,61.9,0,0.428,0,0
2026-08-01 03:00:00,SRV-002,52.94,50.51,0,0.212,0,0
2026-08-01 03:00:00,SRV-003,55.98,48.49,0,0.297,0,0
2026-08-01 03:00:00,SRV-004,43.85,39.68,0,0.365,0,0
2026-08-01 03:00:00,SRV-005,45.37,40.65,0,0.281,0,0
2026-08-01 03:00:00,SRV-006,50.59,35.79,0,0.221,0,0
2026-08-01 03:00:00,SRV-007,45.37,53.8,0,0.305,0,0
2026-08-01 03:00:00,SRV-008,40.01,30.16,0,0.222,0,0
2026-08-01 03:00:00,SRV-009,47.16,45.75,0,0.218,0,0
2026-08-01 03:00:00,SRV-010,43.02,50.26,0,0.26,0,0
2026-08-01 03:05:00,SRV-001,60.07,71.7,1,0.437,0,0
2026-08-01 03:05:00,SRV-002,51.38,44.14,0,0.393,0,0
2026-08-01 03:05:00,SRV-003,56.27,48.25,0,0.216,0,0
2026-08-01 03:05:00,SRV-004,47.27,34.53,0,0.223,0,0
2026-08-01 03:05:00,SRV-005,45.7,42.24,0,0.221,0,0
2026-08-01 03:05:00,SRV-006,50.04,34.69,0,0.205,0,0
