timestamp,device_id,risk_probability,risk_tier
2026-08-01 08:25:00,SRV-001,0.0007452968099979812,Normal
2026-08-01 08:30:00,SRV-001,0.0,Normal
2026-08-01 08:35:00,SRV-001,0.010844598180720274,Normal
2026-08-01 08:40:00,SRV-001,0.0007452968099979812,Normal
2026-08-01 08:45:00,SRV-001,0.0006740013354905742,Normal
2026-08-01 08:50:00,SRV-001,3.885422232377788e-05,Normal
2026-08-01 08:55:00,SRV-001,5.957647205602679e-06,Normal
2026-08-01 09:00:00,SRV-001,4.481186952938056e-05,Normal
2026-08-01 09:05:00,SRV-001,4.481186952938056e-05,Normal
2026-08-01 09:10:00,SRV-001,8.842537573991288e-05,Normal
2026-08-01 09:15:00,SRV-001,0.0017987552015997976,Normal
2026-08-01 09:20:00,SRV-001,0.004063230522056742,Normal
2026-08-01 09:25:00,SRV-001,5.957647205602679e-06,Normal
2026-08-01 09:30:00,SRV-001,0.003937576707902283,Normal
2026-08-01 09:35:00,SRV-001,0.0005251759703691436,Normal
2026-08-01 09:40:00,SRV-001,0.0037678931506051,Normal
2026-08-01 09:45:00,SRV-001,0.0036895004066198247,Normal
2026-08-01 09:50:00,SRV-001,0.0005204166864823892,Normal
2026-08-01 09:55:00,SRV-001,0.00048156246415861117,Normal
2026-08-01 10:00:00,SRV-001,5.957647205602679e-06,Normal
2026-08-01 10:05:00,SRV-001,4.481186952938056e-05,Normal
2026-08-01 10:10:00,SRV-001,0.0034377617781708386,Normal
2026-08-01 10:15:00,SRV-001,0.0017275714908061952,Normal
2026-08-01 10:20:00,SRV-001,0.00031293533816411495,Normal
2026-08-01 10:25:00,SRV-001,0.0007054286526626329,Normal
2026-08-01 10:30:00,SRV-001,0.0027308352654365183,Normal
2026-08-01 10:35:00,SRV-001,4.481186952938056e-05,Normal
2026-08-01 10:40:00,SRV-001,4.481186952938056e-05,Normal
2026-08-01 10:45:00,SRV-001,0.0005251759703691436,Normal
2026-08-01 10:50:00,SRV-001,0.000420940804427315,Normal
2026-08-01 00:55:00,SRV-004,0.0,Normal
2026-08-01 01:00:00,SRV-004,0.0,Normal
2026-08-01 01:05:00,SRV-004,0.0032486748274415584,Normal
2026-08-01 01:10:00,SRV-004,0.0,Normal
2026-08-01 01:15:00,SRV-004,0.0,Normal
2026-08-01 01:20:00,SRV-004,0.0,Normal
2026-08-01 01:25:00,SRV-004,0.018397940714855676,Normal
2026-08-01 01:30:00,SRV-004,0.0,Normal
2026-08-01 01:35:00,SRV-004,0.010351785166023619,Normal
2026-08-01 01:40:00,SRV-004,0.0032079379424612142,Normal
2026-08-01 01:45:00,SRV-004,0.0,Normal
2026-08-01 01:50:00,SRV-004,0.0016914356057221717,Normal
2026-08-01 01:55:00,SRV-004,0.0,Normal
2026-08-01 02:00:00,SRV-004,0.0,Normal
2026-08-01 02:05:00,SRV-004,0.001293697798025817,Normal
2026-08-01 02:10:00,SRV-004,0.003168210048718807,Normal
2026-08-01 02:15:00,SRV-004,0.003259021222467697,Normal
2026-08-01 02:20:00,SRV-004,0.004950456828189869,Normal
2026-08-01 02:25:00,SRV-004,0.0,Normal
2026-08-01 02:30:00,SRV-004,0.006506690173572691,Normal
2026-08-01 02:35:00,SRV-004,0.011920332975841337,Normal
2026-08-01 02:40:00,SRV-004,0.008709527014032284,Normal
2026-08-01 02:45:00,SRV-004,0.004533284311453029,Normal
2026-08-01 02:50:00,SRV-004,0.009039445958083063,Normal
2026-08-01 02:55:00,SRV-004,0.018117712697181602,Normal
2026-08-01 03:00:00,SRV-004,0.05105030149557843,Normal
2026-08-01 03:05:00,SRV-004,0.012814688291494679,Normal
2026-08-01 03:10:00,SRV-004,0.01325740729129295,Normal
2026-08-01 03:15:00,SRV-004,0.01660971892534531,Normal
2026-08-01 03:20:00,SRV-004,0.015821466037816055,Normal
2026-08-01 03:25:00,SRV-004,0.012832612436632805,Normal
2026-08-01 03:30:00,SRV-004,0.0,Normal
2026-08-01 03:35:00,SRV-004,0.057877868307414516,Normal
2026-08-01 03:40:00,SRV-004,0.022409347644663423,Normal
2026-08-01 03:45:00,SRV-004,0.023211689223447945,Normal
2026-08-01 03:50:00,SRV-004,0.59396317334778,Watch
2026-08-01 03:55:00,SRV-004,0.6714073567937405,Warning
2026-08-01 04:00:00,SRV-004,0.606252933343585,Warning
2026-08-01 04:05:00,SRV-004,0.6331054017977199,Warning
2026-08-01 04:10:00,SRV-004,0.7594637046604605,Warning
2026-08-01 04:15:00,SRV-004,0.6598346013179677,Warning
2026-08-01 04:20:00,SRV-004,0.7166627369323606,Warning
2026-08-01 04:25:00,SRV-004,0.8223523641897789,Warning
2026-08-01 04:30:00,SRV-004,0.8299118145503358,Warning
2026-08-01 04:35:00,SRV-004,0.8861239089045571,Critical
2026-08-01 04:40:00,SRV-004,0.9340648374192418,Critical
2026-08-01 04:45:00,SRV-004,0.9463323965903201,Critical
2026-08-01 04:50:00,SRV-004,0.9606725225860475,Critical
2026-08-01 04:55:00,SRV-004,0.8666862212256047,Critical
2026-08-01 05:00:00,SRV-004,0.9664990089003019,Critical
2026-08-01 05:05:00,SRV-004,0.988488525254445,Critical
2026-08-01 05:10:00,SRV-004,0.9714032861673515,Critical
2026-08-01 05:15:00,SRV-004,0.9637995109601833,Critical
2026-08-01 05:20:00,SRV-004,0.9850362271020698,Critical
2026-08-01 05:25:00,SRV-004,0.9846470493859696,Critical
2026-08-01 05:30:00,SRV-004,0.9962095408341883,Critical
2026-08-01 05:35:00,SRV-004,0.9995243272250671,Critical
2026-08-01 05:40:00,SRV-004,0.9959674877626131,Critical
2026-08-01 05:45:00,SRV-004,0.9955372513906606,Critical
2026-08-01 05:50:00,SRV-004,0.999773156692951,Critical
2026-08-01 05:55:00,SRV-004,0.9932915934954801,Critical
2026-08-01 06:00:00,SRV-004,0.999901251289857,Critical
2026-08-01 06:05:00,SRV-004,0.9999364847756754,Critical
2026-08-01 06:10:00,SRV-004,0.9999020179447549,Critical
2026-08-01 06:15:00,SRV-004,0.99988251230758,Critical
2026-08-01 06:20:00,SRV-004,0.9997594595875923,Critical
2026-08-01 06:25:00,SRV-004,0.9998123611480929,Critical
2026-08-01 06:30:00,SRV-004,0.9997410541041254,Critical
2026-08-01 06:35:00,SRV-004,0.999984840015718,Critical
2026-08-01 06:40:00,SRV-004,0.9999990450465088,Critical
2026-08-01 06:45:00,SRV-004,0.9999992548513109,Critical
2026-08-01 06:50:00,SRV-004,0.9817590168313067,Critical
2026-08-01 06:55:00,SRV-004,0.011881447853040373,Normal
2026-08-01 07:00:00,SRV-004,0.0033333333333333335,Normal
2026-08-01 07:05:00,SRV-004,0.0,Normal
2026-08-01 07:10:00,SRV-004,0.012139303407766174,Normal
2026-08-01 07:15:00,SRV-004,0.0,Normal
2026-08-01 07:20:00,SRV-004,0.0,Normal
2026-08-01 07:25:00,SRV-004,0.0,Normal
2026-08-01 07:30:00,SRV-004,0.0,Normal
2026-08-01 07:35:00,SRV-004,0.0,Normal
2026-08-01 07:40:00,SRV-004,0.0,Normal
2026-08-01 07:45:00,SRV-004,0.02891942657254803,Normal
2026-08-01 07:50:00,SRV-004,0.04219395305475901,Normal
2026-08-01 07:55:00,SRV-004,0.0192698855685575,Normal
2026-08-01 08:00:00,SRV-004,0.02808648189991462,Normal
2026-08-01 08:05:00,SRV-004,0.06530460745068428,Normal
2026-08-01 08:10:00,SRV-004,0.0008738780325178227,Normal
2026-08-01 08:15:00,SRV-004,0.0032486748274415593,Normal
2026-08-01 08:20:00,SRV-004,0.022005088198312935,Normal
2026-08-01 08:25:00,SRV-004,0.00017037036965080618,Normal
2026-08-01 08:30:00,SRV-004,0.00010617941712542651,Normal
2026-08-01 08:35:00,SRV-004,0.00010617941712542651,Normal
2026-08-01 08:40:00,SRV-004,0.00020922459197458406,Normal
2026-08-01 08:45:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 08:50:00,SRV-004,5.957647205602679e-06,Normal
2026-08-01 08:55:00,SRV-004,0.00045059769385380304,Normal
2026-08-01 09:00:00,SRV-004,0.00027300482241144724,Normal
2026-08-01 09:05:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:10:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:15:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:20:00,SRV-004,0.00017037036965080618,Normal
2026-08-01 09:25:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:30:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:35:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:40:00,SRV-004,5.957647205602679e-06,Normal
2026-08-01 09:45:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 09:50:00,SRV-004,0.0008360732254888853,Normal
2026-08-01 09:55:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 10:00:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 10:05:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 10:10:00,SRV-004,5.957647205602679e-06,Normal
2026-08-01 10:15:00,SRV-004,0.00014627981374642452,Normal
2026-08-01 10:20:00,SRV-004,6.732519480164863e-05,Normal
2026-08-01 10:25:00,SRV-004,4.481186952938056e-05,Normal
2026-08-01 10:30:00,SRV-004,0.003293486696970939,Normal
2026-08-01 10:35:00,SRV-004,0.0002825564130402672,Normal
2026-08-01 10:40:00,SRV-004,5.957647205602679e-06,Normal
2026-08-01 10:45:00,SRV-004,5.957647205602679e-06,Normal
2026-08-01 10:50:00,SRV-004,5.957647205602679e-06,Normal
